Order,Family,Genus,Current_Identification,Mass,FL_Breast,DL_Breast,PL_Breast,PDL_Breast,PPL_Breast,AD_Breast,AP_Breast,AT_Breast,PAD_Breast,PAP_Breast,FL_Back,DL_Back,PL_Back,PDL_Back,PPL_Back,AD_Back,AP_Back,AT_Back,PAD_Back,PAP_Back,FL_Head,DL_Head,PL_Head,PDL_Head,PPL_Head,AD_Head,AP_Head,AT_Head,PAD_Head,PAP_Head,Country/Continent/Ocean,State/Province,Precise_Location,Station,Longitude,Latitude,Temperature,Rainfall,Museum,Notes,Feather
Passeriformes,Thraupidae,Saltator,Saltator atripennis,54,67.583,35.117,32.466,0.51961292,0.48038708,1466.725,778.593,2245.318,0.653237092,0.346762908,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA01,-76.08016667,5.2231944,19.1,2636,Icesi,,
Passeriformes,Thraupidae,Saltator,Saltator maximus,42,56.691,31.669,25.022,0.558624826,0.441375174,988.437,778.239,1766.676,0.559489686,0.440510314,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA01,-76.080167,5.2231944,19.1,2636,Icesi,,
Passeriformes,Thraupidae,Saltator,Saltator maximus,42,67.513,33.856,33.657,0.50147379,0.49852621,1088.726,1112.273,2200.999,0.494650838,0.505349162,38.808,22.253,16.555,0.573412698,0.426587302,582.639,248.897,831.536,0.700678022,0.299321978,24.197,9.145,15.052,0.377939414,0.622060586,127.526,153.999,281.525,0.452982861,0.547017139,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.87829,3.541271,21.9,1917,Icesi,,
Passeriformes,Thraupidae,Saltator,Saltator maximus,42,30.116,14.667,15.449,0.487016868,0.512983132,261.907,209.675,471.582,0.555379552,0.444620448,32.133,16.57,15.563,0.51566925,0.48433075,367.596,211.206,578.802,0.635098013,0.364901987,14.768,3.281,11.487,0.222169556,0.777830444,51.193,96.868,148.061,0.345756141,0.654243859,Colombia,,,,-75.1835278,5.8863333,21.1,3637,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,38,49.129,22.781,26.348,0.463697612,0.536302388,974.44,576.626,1551.066,0.628238902,0.371761098,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,38,57.731,26.598,31.133,0.460723008,0.539276992,714.772,475.205,1189.977,0.600660349,0.399339651,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,6/8/21,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,38,43.392,22.889,20.503,0.527493547,0.472506453,714.603,306.847,1021.45,0.699596652,0.300403348,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,38,36.167,16.233,19.934,0.448834573,0.551165427,269.859,254.965,524.824,0.514189519,0.485810481,44.916,26.909,18.007,0.59909609,0.40090391,609.239,292.304,901.543,0.675773646,0.324226354,29.003,10.53,18.473,0.36306589,0.63693411,258.828,204.226,463.054,0.558958566,0.441041434,Colombia,,,,-74.8597278,9.7108278,27.8,949,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,38,25.908,11.782,14.126,0.454763008,0.545236992,167.422,161.901,329.323,0.508382348,0.491617652,29.733,15.694,14.039,0.527831029,0.472168971,271.558,188.832,460.39,0.589843394,0.410156606,12.889,5.782,7.107,0.448599581,0.551400419,50.274,49.956,100.23,0.501586351,0.498413649,Colombia,,,,-76.6795,3.7591,22.8,1287,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Saltator,Saltator striatipectus,38,30.151,14.963,15.188,0.49626878,0.50373122,192.974,196.528,389.502,0.495437764,0.504562236,32.248,17.266,14.982,0.535413049,0.464586951,303.181,210.691,513.872,0.589993228,0.410006772,15.232,6.199,9.033,0.406972164,0.593027836,75.558,51.3,126.858,0.59561084,0.40438916,Colombia,,,,-73.520021,5.634127,16.2,1060,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Saltator,Saltator coerulescens,51,33.143,17.032,16.111,0.513894337,0.486105663,284.438,108.984,393.422,0.72298448,0.27701552,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,,,,-76.2828722,1.05365,25.3,4151,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Saltator,Saltator coerulescens,51,27.459,13.02,14.439,0.474161477,0.525838523,161.456,180.577,342.033,0.472048019,0.527951981,35.158,17.466,17.692,0.496785938,0.503214062,342.094,230.746,572.84,0.597189442,0.402810558,21.57,4.448,17.122,0.206212332,0.793787668,74.176,255.787,329.963,0.224800963,0.775199037,Colombia,,,,-74.9111111,9.0436111,27.9,1590,IAvH,,"Breast, back and head"
Passeriformes,Tyrannidae,Sayornis,Sayornis nigricans,18,61.711,21.169,40.542,0.343034467,0.656965533,728.332,975.692,1704.024,0.427418863,0.572581137,37.411,18.159,19.252,0.485391997,0.514608003,321.976,347.117,669.093,0.481212627,0.518787373,22.899,7.947,14.952,0.347045723,0.652954277,57.584,144.219,201.803,0.285347591,0.714652409,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.80097,3.5522,22.6,1613,Icesi,,
Passeriformes,Tityridae,Schiffornis,Schiffornis turdina,34,57.193,25.291,31.902,0.442204466,0.557795534,1135.573,721.503,1857.076,0.611484398,0.388515602,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Tityridae,Schiffornis,Schiffornis turdina,34,73.102,37.617,35.485,0.514582364,0.485417636,1008.576,933.129,1941.705,0.519428028,0.480571972,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Tityridae,Schiffornis,Schiffornis turdina,34,46.871,23.265,23.606,0.496362356,0.503637644,579.72,337.052,916.772,0.632349156,0.367650844,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Antioquia,Remedios,R01,-74.57651667,6.9059,25.3,2826,Icesi,,
Passeriformes,Tityridae,Schiffornis,Schiffornis veraepacis,31,46.513,21.097,25.416,0.45357212,0.54642788,422.473,547.622,970.095,0.435496524,0.564503476,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.87829,3.54127,21.9,1917,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Sclerurus,Sclerurus mexicanus,24,65.147,36.398,28.749,0.558705696,0.441294304,1906.73,732.537,2639.267,0.722446801,0.277553199,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA10,-76.10494444,5.2491389,18.1,2780,Icesi,,
Passeriformes,Furnariidae,Sclerurus,Sclerurus mexicanus,24,46.586,21.785,24.801,0.46762976,0.53237024,868.678,601.415,1470.093,0.590900031,0.409099969,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Loca,-76.8844,3.57706,22.4,1965,Icesi,ICZA0287,
Passeriformes,Furnariidae,Sclerurus,Sclerurus mexicanus,24,49.774,23.104,26.67,0.464178085,0.535821915,945.197,652.599,1597.796,0.591563003,0.408436997,29.993,12.463,17.53,0.41553029,0.58446971,272.408,244.284,516.692,0.52721544,0.47278456,16.448,5.155,11.293,0.313411965,0.686588035,43.185,98.408,141.593,0.304993891,0.695006109,Colombia,Valle del Cauca,Anchicaya,La Loca,-76.8844,3.57706,22.4,1965,Icesi,,
Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus chocoensis,20,74.392,35.682,38.71,0.479648349,0.520351651,1748.03,954.994,2703.024,0.646694221,0.353305779,37.841,14.828,23.013,0.39185011,0.60814989,462.772,363.367,826.139,0.560162394,0.439837606,12.578,4.399,8.179,0.349737637,0.650262363,45.899,63.351,109.25,0.420128146,0.579871854,Colombia,Valle del Cauca,Anchicaya,Riqueza,-76.89481,3.60076,24.4,2626,Icesi,,
Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus latrans,18,48.018,25.078,22.94,0.522262485,0.477737515,744.887,560.282,1305.169,0.570720727,0.429279273,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,
Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus vicinior,21,58.124,29.16,28.964,0.501686051,0.498313949,904.923,401.639,1306.562,0.692598591,0.307401409,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,
Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus griseicollis,17,16.165,7.347,8.818,0.454500464,0.545499536,77.011,90.18,167.191,0.460616899,0.539383101,27.283,13.503,13.78,0.494923579,0.505076421,187.498,166.698,354.196,0.529362274,0.470637726,12.674,3.855,8.819,0.304166009,0.695833991,43.673,55.884,99.557,0.438673323,0.561326677,Colombia,,,,-73.8511111,4.7036111,12.2,1371,IAvH,,"Breast, back and head"
Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus griseicollis,17,22.121,11.823,10.298,0.534469509,0.465530491,143.693,100.626,244.319,0.588136821,0.411863179,46.469,24.551,21.918,0.528330715,0.471669285,598.182,314.789,912.971,0.655203725,0.344796275,16.962,5.488,11.474,0.323546752,0.676453248,66.21,92.874,159.084,0.416195218,0.583804782,Colombia,,,,-73.8511111,4.7036111,12.2,1371,IAvH,,"Breast, back and head"
Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus micropterus,17,21.771,10.32,11.451,0.474025079,0.525974921,159,126.198,285.198,0.557507416,0.442492584,30.829,14.962,15.867,0.485322262,0.514677738,185.95,222.594,408.544,0.455152933,0.544847067,12.572,3.701,8.871,0.294384346,0.705615654,42.846,62.648,105.494,0.406146321,0.593853679,Colombia,,,,-73.4386111,4.5925,18.7,4020,IAvH,,"Breast, back and head"
Piciformes,Ramphastidae,Selenidera,Selenidera reinwardtii,163,37.115,17.589,19.526,0.473905429,0.526094571,344.719,323.631,668.35,0.515776165,0.484223835,47.208,22.631,24.577,0.479389087,0.520610913,570.897,452.866,1023.763,0.557645666,0.442354334,25.149,11.208,13.941,0.445663843,0.554336157,284.825,139.217,424.042,0.67169054,0.32830946,Colombia,,,,-77.2286111,0.5019444,22.9,2979,IAvH,,"Breast, back and head"
Passeriformes,Thamnophilidae,Sipia,Sipia nigricauda,24,48.95,27.873,21.077,0.569417773,0.430582227,399.926,577.136,977.062,0.409314864,0.590685136,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Loca,-76.8844,3.57706,22.4,1965,Icesi,ICZA0215,
Passeriformes,Thamnophilidae,Sipia,Sipia palliata,25,30.933,14.912,16.021,0.48207416,0.51792584,275.702,255.948,531.65,0.518578012,0.481421988,39.384,18.511,20.873,0.470013203,0.529986797,471.76,356.617,828.377,0.569499153,0.430500847,20.554,3.486,17.068,0.169602024,0.830397976,56.862,204.445,261.307,0.217606111,0.782393889,Colombia,,,,-75.1835278,5.8863333,21.1,3637,IAvH,,"Breast, back and head"
Passeriformes,Cotingidae,Snowornis,Snowornis cryptolophus,83,56.618,27.225,29.393,0.480854145,0.519145855,1201.831,664.927,1866.758,0.643806535,0.356193465,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA06,-76.09375,5.2446944,18.1,2780,Icesi,,
Passeriformes,Cotingidae,Snowornis,Snowornis cryptolophus,83,60.991,36.257,24.734,0.594464757,0.405535243,1670.971,557.813,2228.784,0.749723167,0.250276833,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA03,-76.07927778,5.2199722,19.1,2636,Icesi,,
Passeriformes,Cotingidae,Snowornis,Snowornis cryptolophus,83,50.472,26.705,23.767,0.529105246,0.470894754,630.576,423.165,1053.741,0.598416499,0.401583501,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA10,-76.10494444,5.2491389,18.1,2780,Icesi,TA472,"Breast, back and head"
Passeriformes,Cotingidae,Snowornis,Snowornis subalaris,55,40.062,21.831,18.231,0.544930358,0.455069642,632.871,327.883,960.754,0.658723253,0.341276747,46.599,23.917,22.682,0.513251357,0.486748643,790.446,478.525,1268.971,0.622903124,0.377096876,29.768,9.242,20.526,0.310467616,0.689532384,199.808,221.423,421.231,0.474343056,0.525656944,Colombia,,,,-77.2855556,0.4683333,22.4,2987,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Sphenopsis,Sphenopsis frontalis,18,50.673,27.445,23.228,0.54160993,0.45839007,705.867,640.791,1346.658,0.524162037,0.475837963,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,
Passeriformes,Fringillidae,Spinus,Spinus psaltria,9,20.719,11.54,9.179,0.556976688,0.443023312,136.112,92.106,228.218,0.596412202,0.403587798,30.569,17.727,12.842,0.579901207,0.420098793,424.84,141.904,566.744,0.749615347,0.250384653,19.72,10.065,9.655,0.510395538,0.489604462,149.204,84.956,234.16,0.637188247,0.362811753,Colombia,,,,-73.520021,5.634127,16.2,1060,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis,10,35.529,19.664,15.865,0.553463368,0.446536632,383.528,293.541,677.069,0.566453345,0.433546655,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,5/8/21,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis,10,46.065,22.513,23.552,0.488722457,0.511277543,515.064,399.049,914.113,0.563457691,0.436542309,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,5/8/21,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis,10,46.501,24.18,22.321,0.519988817,0.480011183,577.201,375.709,952.91,0.60572457,0.39427543,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis,10,25.859,14.558,11.301,0.56297614,0.43702386,307.616,145.879,453.495,0.678322804,0.321677196,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Embudo,,-76.55280647,3.346867656,23.1,1594,Icesi,,
Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis,10,19.009,11.001,8.008,0.578725867,0.421274133,120.674,75.062,195.736,0.61651408,0.38348592,27.281,12.771,14.51,0.468128001,0.531871999,290.566,213.517,504.083,0.576424914,0.423575086,17.319,5.052,12.267,0.291702754,0.708297246,76.31,114.548,190.858,0.399826049,0.600173951,Colombia,,,,-76.3522222,3.8826111,23.7,1067,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Sporophila,Sporophila luctuosa,12,19.118,8.964,10.154,0.468877498,0.531122502,98.515,99.308,197.823,0.497995683,0.502004317,26.708,14.18,12.528,0.530927063,0.469072937,232.798,154.43,387.228,0.60119103,0.39880897,12.729,4.009,8.72,0.314950114,0.685049886,45.527,60.428,105.955,0.429682412,0.570317588,Colombia,,,,-72.94256,5.49193,10.4,934,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Sporophila,Sporophila minuta,8,16.521,6.219,10.302,0.376429998,0.623570002,50.9,105.099,155.999,0.326284143,0.673715857,15.284,7.452,7.832,0.487568699,0.512431301,87.692,83.535,171.227,0.512138857,0.487861143,13.67,3.956,9.714,0.289392831,0.710607169,38.282,89.405,127.687,0.299811257,0.700188743,Colombia,,,,-74.9111111,9.0436111,27.9,1590,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Sporophila,Sporophila schistacea,12,29.668,9.321,20.347,0.314176891,0.685823109,376.122,206.364,582.486,0.645718524,0.354281476,30.361,14.701,15.66,0.484206713,0.515793287,266.88,234.728,501.608,0.532048931,0.467951069,16.028,5.11,10.918,0.31881707,0.68118293,65.478,79.408,144.886,0.451927722,0.548072278,Colombia,,,,-75.0564722,5.3013028,20.2,3474,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Sporophila,Sporophila schistacea,12,25.63,14.529,11.101,0.566874756,0.433125244,181.952,141.954,323.906,0.561743222,0.438256778,31.246,19.031,12.215,0.609069961,0.390930039,176.491,101.546,278.037,0.634775228,0.365224772,20.396,7.4,12.996,0.362816238,0.637183762,120.447,105.108,225.555,0.534002793,0.465997207,Colombia,,,,-75.0564722,5.3013028,20.2,3474,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Sporothraupis,Sporothraupis cyanocephala,35,60.201,32.53,27.671,0.540356472,0.459643528,983.283,660.427,1643.71,0.598209538,0.401790462,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,
Passeriformes,Thraupidae,Stilpnia,Stilpnia cyanicollis,16,46.664,26.079,20.585,0.55886765,0.44113235,758.269,350.489,1108.758,0.683890443,0.316109557,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA01,-76.080167,5.2231944,19.1,2636,Icesi,,
Passeriformes,Thraupidae,Stilpnia,Stilpnia cyanicollis,16,45.5,24,21.5,0.527472527,0.472527473,597.528,484.012,1081.54,0.552478873,0.447521127,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA01,-76.080167,5.2231944,19.1,2636,Icesi,,
Passeriformes,Thraupidae,Stilpnia,Stilpnia cyanicollis,16,24.265,11.887,12.378,0.489882547,0.510117453,165.553,151.257,316.81,0.522562419,0.477437581,42.201,23.726,18.475,0.562214166,0.437785834,461.957,241.926,703.883,0.656297993,0.343702007,15.484,6.524,8.96,0.421338156,0.578661844,66.688,75.822,142.51,0.467953126,0.532046874,Colombia,,,,-72.1939167,5.7868056,24.1,3110,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Stilpnia,Stilpnia cyanicollis,16,36.167,18.422,17.745,0.509359361,0.490640639,258.985,274.755,533.74,0.485226889,0.514773111,27.648,13.762,13.886,0.497757523,0.502242477,233.009,176.654,409.663,0.568782145,0.431217855,17.685,5.625,12.06,0.318066158,0.681933842,68.448,111.687,180.135,0.37998168,0.62001832,Colombia,,,,-73.266922,4.856852,21.9,3814,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Stilpnia,Stilpnia larvata,17,58.804,25.473,33.331,0.433184817,0.566815183,1170.236,937.249,2107.485,0.555276076,0.444723924,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.8777778,3.5747222,22.4,1965,Icesi,,
Passeriformes,Thraupidae,Stilpnia,Stilpnia cayana,19,24.36,10.424,13.936,0.427914614,0.572085386,143.023,110.88,253.903,0.563297795,0.436702205,27.44,12.093,15.347,0.440706997,0.559293003,254.188,227.582,481.77,0.527612761,0.472387239,15.172,5.677,9.495,0.374176114,0.625823886,55.323,66.646,121.969,0.453582468,0.546417532,Colombia,,,,-73.4258333,4.5861111,18.7,4020,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Stilpnia,Stilpnia cayana,19,28.937,13.63,15.307,0.471023257,0.528976743,206.685,173.612,380.297,0.54348312,0.45651688,34.524,20.544,13.98,0.595064303,0.404935697,394.927,192.694,587.621,0.672077751,0.327922249,16.231,6.938,9.293,0.427453638,0.572546362,92.128,66.2,158.328,0.581880653,0.418119347,Colombia,,,,-73.4258333,4.5861111,18.7,4020,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Stilpnia,Stilpnia heinei,21,30.538,15.094,15.444,0.494269435,0.505730565,237.539,155.311,392.85,0.604655721,0.395344279,33.385,17.521,15.864,0.524816534,0.475183466,228.625,368.408,597.033,0.382935282,0.617064718,14.037,4.584,9.453,0.326565505,0.673434495,36.248,47.051,83.299,0.435155284,0.564844716,Colombia,,,,-73.5283333,5.6386111,16.2,1060,IAvH,,"Breast, back and head"
Passeriformes,Furnariidae,Synallaxis,Synallaxis azarae,15,25.695,11.494,14.201,0.447324382,0.552675618,452.538,216.216,668.754,0.676688289,0.323311711,34.347,14.719,19.628,0.428538155,0.571461845,379.28,125.291,504.571,0.751688068,0.248311932,17.792,2.59,15.202,0.145571043,0.854428957,34.913,107.891,142.804,0.244481947,0.755518053,Colombia,Colombia,,,-74.78178,5.66584,26.2,2933,UniAndes,,"Breast, back and head"
Passeriformes,Furnariidae,Synallaxis,Synallaxis brachyura,21,81.381,46.862,34.519,0.575834654,0.424165346,2551.083,979.448,3530.531,0.722577709,0.277422291,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA03,-76.07927778,5.2199722,19.1,2636,Icesi,,
Passeriformes,Furnariidae,Synallaxis,Synallaxis unirufa,17,45.16,24.933,20.227,0.552103632,0.447896368,774.815,355.025,1129.84,0.685774092,0.314225908,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,
Passeriformes,Furnariidae,Synallaxis,Synallaxis unirufa,17,57.985,35.753,22.232,0.616590498,0.383409502,1474.281,708.899,2183.18,0.675290631,0.324709369,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA15,-76.11211111,5.2568889,18,2837,Icesi,,
Passeriformes,Furnariidae,Syndactyla,Syndactyla subalaris,32,55.328,27.589,27.739,0.498644448,0.501355552,823.72,559.623,1383.343,0.59545608,0.40454392,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Zygia,,-76.66357994,3.445342173,17.8,2042,Icesi,,
Passeriformes,Furnariidae,Syndactyla,Syndactyla subalaris,32,62.997,31.382,31.615,0.498150706,0.501849294,1206.298,679.673,1885.971,0.63961641,0.36038359,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Chicoral,,-76.58,3.56,19.1,1545,Icesi,,
Passeriformes,Furnariidae,Syndactyla,Syndactyla subalaris,32,54.236,23.267,30.969,0.428995501,0.571004499,650.171,714.104,1364.275,0.476568874,0.523431126,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA04,-76.07525,5.23225,19.1,2636,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Syndactyla,Syndactyla subalaris,32,50.311,23.48,26.831,0.466697144,0.533302856,659.274,752.049,1411.323,0.467131904,0.532868096,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA04,-76.07525,5.23225,19.1,2636,Icesi,,"Breast, back and head"
Passeriformes,Furnariidae,Syndactyla,Syndactyla subalaris,32,48.108,23.373,24.735,0.48584435,0.51415565,524.592,498.174,1022.766,0.512914978,0.487085022,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA04,-76.07525,5.23225,19.1,2636,Icesi,,"Breast, back and head"
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus delatrii,19,57.963,27.515,30.448,0.474699377,0.525300623,1496.614,971.505,2468.119,0.60637838,0.39362162,30.961,13.429,17.532,0.43373922,0.56626078,417.178,354.057,771.235,0.540922028,0.459077972,20.749,6.765,13.984,0.326039809,0.673960191,61.531,126.587,188.118,0.327087254,0.672912746,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.87829,3.51271,21.9,1917,Icesi,ICZA0208,
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus delatrii,19,58.267,28.271,29.996,0.485197453,0.514802547,1049.341,707.717,1757.058,0.597214776,0.402785224,43.538,23.964,19.574,0.550415729,0.449584271,613.693,370.4,984.093,0.623612809,0.376387191,17.269,6.108,11.161,0.353697377,0.646302623,31.926,39.248,71.174,0.448562677,0.551437323,Colombia,Valle del Cauca,Anchicaya,Murrapal,-76.89097,3.5522,22.4,1965,Icesi,ICZA0240,
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus delatrii,19,52.895,26.437,26.458,0.499801494,0.500198506,782.037,747.181,1529.218,0.511396675,0.488603325,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.87829,3.541271,21.9,1917,Icesi,,
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus delatrii,19,53.967,26.872,27.095,0.497933923,0.502066077,1196.067,856.454,2052.521,0.5827307,0.4172693,30.316,14.182,16.134,0.467805779,0.532194221,305.8,201.522,507.322,0.602772992,0.397227008,16.14,5.055,11.085,0.313197026,0.686802974,50.161,50.445,100.606,0.498588553,0.501411447,Colombia,Valle del Cauca,Anchicaya,Riqueza,-76.8917,3.59865,24.4,2626,Icesi,ICZA0302,
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus phoenicius,18,23.1,10.015,13.085,0.433549784,0.566450216,118.543,103.866,222.409,0.532995517,0.467004483,30.63,14.71,15.92,0.480248123,0.519751877,298.77,289.146,587.916,0.508184843,0.491815157,11.607,3.709,7.898,0.319548548,0.680451452,44.26,40.869,85.129,0.519916832,0.480083168,Colombia,,,,-68.0911111,4.5322222,27.8,2945,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus rufus,35,23.196,10.651,12.545,0.459173996,0.540826004,156.471,118.93,275.401,0.568156978,0.431843022,33.698,21.587,12.111,0.640601816,0.359398184,372.702,149.305,522.007,0.713978931,0.286021069,12.467,3.749,8.718,0.300713885,0.699286115,45.516,43.012,88.528,0.514142418,0.485857582,Colombia,,,,-73.4258333,4.5861111,18.7,4020,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus rufus,35,38.601,18.702,19.899,0.48449522,0.51550478,424.228,337.708,761.936,0.556776422,0.443223578,37.715,22.265,15.45,0.590348668,0.409651332,613.888,426.274,1040.162,0.59018499,0.40981501,29.681,8.285,21.396,0.2791348,0.7208652,164.937,195.792,360.729,0.457232438,0.542767562,Colombia,,,,-72.2014722,5.7583056,24.1,3110,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Tangara,Tangara arthus,20,42.505,22.282,20.223,0.52422068,0.47577932,567.347,595.356,1162.703,0.487955222,0.512044778,,,0,,,,,0,,,,,0,,,,,0,,,Colombia,Risaralda,Tatama,TA07,-76.09611111,5.24625,18.1,2780,Icesi,,
Passeriformes,Thraupidae,Tangara,Tangara arthus,20,30.36,13.206,17.154,0.434980237,0.565019763,257.272,178.28,435.552,0.590680332,0.409319668,37.662,14.962,22.7,0.397270458,0.602729542,401.966,349.018,750.984,0.535252415,0.464747585,17.165,5.73,11.435,0.333818817,0.666181183,49.627,74.253,123.88,0.400605425,0.599394575,Colombia,,,,-72.881319,6.996322,14.3,1354,IAvH,,"Breast, back and head"
Passeriformes,Thraupidae,Tangara,Tangara florida,15,41.498,22.46,19.038,0.541230903,0.458769097,533.492,372.115,905.607,0.589098803,0.410901197,37.52,18.699,18.821,0.4983742,0.5016258,666.649,252.282,918.931,0.725461433,0.274538567,15.504,6.02,9.484,0.388286894,0.611713106,82.812,65.268,148.08,0.55923825,0.44076175,Colombia,Valle del Cauca,Anchicaya,La Batea,-76.8777778,3.5747222,22.4,1965,Icesi,ICZA0147,"Breast, back and head"
